PGS Performance Metric (PPM) ID,Evaluated Score,PGS Sample Set (PSS),PGS Publication (PGP) ID,Reported Trait,Covariates Included in the Model,PGS Performance: Other Relevant Information,Publication (PMID),Publication (doi),Hazard Ratio (HR),Odds Ratio (OR),Beta,Area Under the Receiver-Operating Characteristic Curve (AUROC),Concordance Statistic (C-index),Other Metric(s)
PPM006557,PGS001695,PSS006393,PGP000244,WA ISOVF in tract inferior longitudinal fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09501 [0.08808,0.10193], Incremental R2 (full-covars) = 0.02192, PGS R2 (no covariates) = 0.01908 [0.01571,0.02244]"
PPM006558,PGS001695,PSS006394,PGP000244,WA ISOVF in tract inferior longitudinal fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.08106 [0.06948,0.09265], Incremental R2 (full-covars) = 0.02381, PGS R2 (no covariates) = 0.02883 [0.02152,0.03613]"
PPM006559,PGS001695,PSS006395,PGP000244,WA ISOVF in tract inferior longitudinal fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09229 [0.08813,0.09646], Incremental R2 (full-covars) = 0.02758, PGS R2 (no covariates) = 0.0307 [0.02814,0.03327]"
PPM006560,PGS001696,PSS006396,PGP000244,WA ISOVF in tract inferior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.19222 [0.175,0.20943], Incremental R2 (full-covars) = 0.03904, PGS R2 (no covariates) = 0.06212 [0.05076,0.07348]"
PPM006561,PGS001696,PSS006397,PGP000244,WA ISOVF in tract inferior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.2376 [0.20238,0.27282], Incremental R2 (full-covars) = 0.00817, PGS R2 (no covariates) = 0.00637 [-0.00114,0.01389]"
PPM006562,PGS001696,PSS006398,PGP000244,WA ISOVF in tract inferior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.08837 [0.08164,0.0951], Incremental R2 (full-covars) = 0.01813, PGS R2 (no covariates) = 0.01972 [0.0163,0.02313]"
PPM006563,PGS001696,PSS006399,PGP000244,WA ISOVF in tract inferior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.10621 [0.09331,0.1191], Incremental R2 (full-covars) = 0.01645, PGS R2 (no covariates) = 0.02301 [0.01645,0.02957]"
PPM006564,PGS001696,PSS006400,PGP000244,WA ISOVF in tract inferior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.1052 [0.10082,0.10958], Incremental R2 (full-covars) = 0.02294, PGS R2 (no covariates) = 0.02639 [0.024,0.02877]"
PPM006565,PGS001697,PSS006401,PGP000244,WA ISOVF in tract posterior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.18084 [0.16391,0.19777], Incremental R2 (full-covars) = 0.00362, PGS R2 (no covariates) = 0.0035 [0.00063,0.00636]"
PPM006566,PGS001697,PSS006402,PGP000244,WA ISOVF in tract posterior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.16431 [0.13221,0.19642], Incremental R2 (full-covars) = 0.00734, PGS R2 (no covariates) = 0.02538 [0.01066,0.04009]"
PPM006567,PGS001697,PSS006403,PGP000244,WA ISOVF in tract posterior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.11673 [0.10923,0.12422], Incremental R2 (full-covars) = 0.00392, PGS R2 (no covariates) = 0.00502 [0.00327,0.00677]"
PPM006568,PGS001697,PSS006404,PGP000244,WA ISOVF in tract posterior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.08255 [0.07088,0.09422], Incremental R2 (full-covars) = -0.00669, PGS R2 (no covariates) = 0.00338 [0.00081,0.00594]"
PPM006569,PGS001697,PSS006405,PGP000244,WA ISOVF in tract posterior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.11749 [0.11292,0.12206], Incremental R2 (full-covars) = 0.00306, PGS R2 (no covariates) = 0.0035 [0.00261,0.00439]"
PPM006570,PGS001698,PSS006406,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.18297 [0.16598,0.19995], Incremental R2 (full-covars) = 0.02091, PGS R2 (no covariates) = 0.03667 [0.02771,0.04564]"
PPM006571,PGS001698,PSS006407,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.13299 [0.10303,0.16296], Incremental R2 (full-covars) = -0.0167, PGS R2 (no covariates) = 0.00049 [-0.00161,0.0026]"
PPM006572,PGS001698,PSS006408,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09084 [0.08403,0.09765], Incremental R2 (full-covars) = 0.01724, PGS R2 (no covariates) = 0.01772 [0.01447,0.02097]"
PPM006573,PGS001698,PSS006409,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09345 [0.08118,0.10572], Incremental R2 (full-covars) = 0.02027, PGS R2 (no covariates) = 0.01985 [0.01374,0.02596]"
PPM006574,PGS001698,PSS006410,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09753 [0.09328,0.10179], Incremental R2 (full-covars) = 0.02905, PGS R2 (no covariates) = 0.03155 [0.02895,0.03415]"
PPM006575,PGS001699,PSS006411,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.17485 [0.15808,0.19162], Incremental R2 (full-covars) = 0.00463, PGS R2 (no covariates) = 0.00881 [0.00429,0.01333]"
PPM006576,PGS001699,PSS006412,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.18495 [0.15174,0.21817], Incremental R2 (full-covars) = -0.00972, PGS R2 (no covariates) = 0.00025 [-0.00125,0.00176]"
PPM006577,PGS001699,PSS006413,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09222 [0.08538,0.09907], Incremental R2 (full-covars) = 0.01296, PGS R2 (no covariates) = 0.01365 [0.01079,0.01652]"
PPM006578,PGS001699,PSS006414,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09301 [0.08076,0.10525], Incremental R2 (full-covars) = 0.00712, PGS R2 (no covariates) = 0.00451 [0.00155,0.00747]"
PPM006579,PGS001699,PSS006415,PGP000244,WA ISOVF in tract superior longitudinal fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.118 [0.11343,0.12258], Incremental R2 (full-covars) = 0.02091, PGS R2 (no covariates) = 0.02729 [0.02486,0.02971]"
PPM006580,PGS001700,PSS006416,PGP000244,WA ISOVF in tract superior thalamic radiation (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.18861 [0.17148,0.20574], Incremental R2 (full-covars) = 0.00979, PGS R2 (no covariates) = 0.01638 [0.01026,0.0225]"
PPM006581,PGS001700,PSS006417,PGP000244,WA ISOVF in tract superior thalamic radiation (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.12554 [0.09618,0.1549], Incremental R2 (full-covars) = 0.00581, PGS R2 (no covariates) = 0.00596 [-0.00131,0.01323]"
PPM006582,PGS001700,PSS006418,PGP000244,WA ISOVF in tract superior thalamic radiation (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.10024 [0.09316,0.10731], Incremental R2 (full-covars) = 0.0037, PGS R2 (no covariates) = 0.00699 [0.00493,0.00905]"
PPM006583,PGS001700,PSS006419,PGP000244,WA ISOVF in tract superior thalamic radiation (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.08535 [0.07352,0.09718], Incremental R2 (full-covars) = 0.00944, PGS R2 (no covariates) = 0.00661 [0.00304,0.01019]"
PPM006584,PGS001700,PSS006420,PGP000244,WA ISOVF in tract superior thalamic radiation (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09353 [0.08935,0.09772], Incremental R2 (full-covars) = 0.004, PGS R2 (no covariates) = 0.00477 [0.00373,0.0058]"
PPM006585,PGS001701,PSS006421,PGP000244,WA ISOVF in tract superior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.20936 [0.19177,0.22694], Incremental R2 (full-covars) = 0.00169, PGS R2 (no covariates) = 0.001 [-0.00054,0.00253]"
PPM006586,PGS001701,PSS006422,PGP000244,WA ISOVF in tract superior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.13329 [0.1033,0.16327], Incremental R2 (full-covars) = 0.0072, PGS R2 (no covariates) = 0.01458 [0.0033,0.02585]"
PPM006587,PGS001701,PSS006423,PGP000244,WA ISOVF in tract superior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09555 [0.08861,0.10249], Incremental R2 (full-covars) = 0.00468, PGS R2 (no covariates) = 0.00552 [0.00368,0.00735]"
PPM006588,PGS001701,PSS006424,PGP000244,WA ISOVF in tract superior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09773 [0.08524,0.11022], Incremental R2 (full-covars) = 0.00249, PGS R2 (no covariates) = 0.001 [-0.0004,0.0024]"
PPM006589,PGS001701,PSS006425,PGP000244,WA ISOVF in tract superior thalamic radiation (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09541 [0.09119,0.09963], Incremental R2 (full-covars) = 0.00435, PGS R2 (no covariates) = 0.00566 [0.00453,0.00679]"
PPM006590,PGS001702,PSS006426,PGP000244,WA ISOVF in tract uncinate fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09962 [0.08581,0.11343], Incremental R2 (full-covars) = -0.00655, PGS R2 (no covariates) = 0.00165 [-0.00032,0.00362]"
PPM006591,PGS001702,PSS006427,PGP000244,WA ISOVF in tract uncinate fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.22063 [0.18594,0.25533], Incremental R2 (full-covars) = -0.01343, PGS R2 (no covariates) = 0.01473 [0.0034,0.02606]"
PPM006592,PGS001702,PSS006428,PGP000244,WA ISOVF in tract uncinate fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.07051 [0.06438,0.07664], Incremental R2 (full-covars) = 0.00505, PGS R2 (no covariates) = 0.0057 [0.00384,0.00757]"
PPM006593,PGS001702,PSS006429,PGP000244,WA ISOVF in tract uncinate fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.0876 [0.07564,0.09956], Incremental R2 (full-covars) = -0.0032, PGS R2 (no covariates) = 1e-05 [-0.0001,0.00011]"
PPM006594,PGS001702,PSS006430,PGP000244,WA ISOVF in tract uncinate fasciculus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.05449 [0.05115,0.05782], Incremental R2 (full-covars) = 0.0096, PGS R2 (no covariates) = 0.01087 [0.00931,0.01243]"
PPM006595,PGS001703,PSS006431,PGP000244,WA ISOVF in tract uncinate fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09587 [0.08226,0.10947], Incremental R2 (full-covars) = 0.00247, PGS R2 (no covariates) = 0.00424 [0.00109,0.0074]"
PPM006596,PGS001703,PSS006432,PGP000244,WA ISOVF in tract uncinate fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.20947 [0.17518,0.24376], Incremental R2 (full-covars) = -0.00171, PGS R2 (no covariates) = 0.00945 [0.00033,0.01858]"
PPM006597,PGS001703,PSS006433,PGP000244,WA ISOVF in tract uncinate fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.05633 [0.05077,0.06189], Incremental R2 (full-covars) = 0.00315, PGS R2 (no covariates) = 0.00377 [0.00225,0.00529]"
PPM006598,PGS001703,PSS006434,PGP000244,WA ISOVF in tract uncinate fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.16764 [0.15255,0.18273], Incremental R2 (full-covars) = 0.00011, PGS R2 (no covariates) = 0.00223 [0.00014,0.00432]"
PPM006599,PGS001703,PSS006435,PGP000244,WA ISOVF in tract uncinate fasciculus (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.05731 [0.05391,0.06072], Incremental R2 (full-covars) = 0.00889, PGS R2 (no covariates) = 0.01225 [0.0106,0.0139]"
PPM006600,PGS001534,PSS006436,PGP000244,Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.19119 [0.174,0.20838], Incremental R2 (full-covars) = -0.0148, PGS R2 (no covariates) = 0.00168 [-0.00031,0.00366]"
PPM006601,PGS001534,PSS006437,PGP000244,Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.1477 [0.11666,0.17874], Incremental R2 (full-covars) = -0.00848, PGS R2 (no covariates) = 0.00254 [-0.00222,0.0073]"
PPM006602,PGS001534,PSS006438,PGP000244,Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.16859 [0.16011,0.17706], Incremental R2 (full-covars) = 0.00942, PGS R2 (no covariates) = 0.00723 [0.00514,0.00933]"
PPM006603,PGS001534,PSS006439,PGP000244,Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.14064 [0.12637,0.15491], Incremental R2 (full-covars) = 0.0123, PGS R2 (no covariates) = 0.01743 [0.01168,0.02317]"
PPM006604,PGS001534,PSS006440,PGP000244,Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.12904 [0.12431,0.13376], Incremental R2 (full-covars) = 0.00365, PGS R2 (no covariates) = 0.00373 [0.00281,0.00465]"
PPM006605,PGS001560,PSS006441,PGP000244,Vol. of grey matter in Frontal Pole (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.24351 [0.22537,0.26166], Incremental R2 (full-covars) = -0.01068, PGS R2 (no covariates) = 7e-05 [-0.00035,0.00049]"
PPM006606,PGS001560,PSS006442,PGP000244,Vol. of grey matter in Frontal Pole (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.23597 [0.2008,0.27114], Incremental R2 (full-covars) = -0.04382, PGS R2 (no covariates) = 0.01618 [0.00432,0.02803]"
PPM006607,PGS001560,PSS006443,PGP000244,Vol. of grey matter in Frontal Pole (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.29739 [0.28787,0.3069], Incremental R2 (full-covars) = 0.00876, PGS R2 (no covariates) = 0.00981 [0.00737,0.01225]"
PPM006608,PGS001560,PSS006444,PGP000244,Vol. of grey matter in Frontal Pole (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.32286 [0.30582,0.3399], Incremental R2 (full-covars) = 0.0404, PGS R2 (no covariates) = 0.03482 [0.02685,0.0428]"
PPM006609,PGS001560,PSS006445,PGP000244,Vol. of grey matter in Frontal Pole (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.23796 [0.23235,0.24357], Incremental R2 (full-covars) = 0.01289, PGS R2 (no covariates) = 0.01586 [0.01399,0.01773]"
PPM006610,PGS001569,PSS006446,PGP000244,Vol. of grey matter in Insular Cortex (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.28215 [0.26361,0.30068], Incremental R2 (full-covars) = 0.00483, PGS R2 (no covariates) = 0.00402 [0.00095,0.00709]"
PPM006611,PGS001569,PSS006447,PGP000244,Vol. of grey matter in Insular Cortex (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.27652 [0.24047,0.31258], Incremental R2 (full-covars) = 0.03764, PGS R2 (no covariates) = 0.05204 [0.03155,0.07254]"
PPM006612,PGS001569,PSS006448,PGP000244,Vol. of grey matter in Insular Cortex (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.26369 [0.2543,0.27308], Incremental R2 (full-covars) = 0.02425, PGS R2 (no covariates) = 0.03047 [0.02627,0.03468]"
PPM006613,PGS001569,PSS006449,PGP000244,Vol. of grey matter in Insular Cortex (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.26335 [0.24661,0.28009], Incremental R2 (full-covars) = 0.01576, PGS R2 (no covariates) = 0.01756 [0.01179,0.02332]"
PPM006614,PGS001569,PSS006450,PGP000244,Vol. of grey matter in Insular Cortex (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.20836 [0.2029,0.21381], Incremental R2 (full-covars) = 0.02489, PGS R2 (no covariates) = 0.02641 [0.02402,0.0288]"
PPM006615,PGS001570,PSS006451,PGP000244,Vol. of grey matter in Insular Cortex (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.28155 [0.26302,0.30007], Incremental R2 (full-covars) = 0.01571, PGS R2 (no covariates) = 0.01088 [0.00587,0.0159]"
PPM006616,PGS001570,PSS006452,PGP000244,Vol. of grey matter in Insular Cortex (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.27495 [0.23893,0.31098], Incremental R2 (full-covars) = 0.04646, PGS R2 (no covariates) = 0.04965 [0.02958,0.06972]"
PPM006617,PGS001570,PSS006453,PGP000244,Vol. of grey matter in Insular Cortex (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.27424 [0.2648,0.28368], Incremental R2 (full-covars) = 0.02329, PGS R2 (no covariates) = 0.02767 [0.02365,0.03168]"
PPM006618,PGS001570,PSS006454,PGP000244,Vol. of grey matter in Insular Cortex (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.2559 [0.23923,0.27256], Incremental R2 (full-covars) = 0.01268, PGS R2 (no covariates) = 0.01159 [0.00688,0.0163]"
PPM006619,PGS001570,PSS006455,PGP000244,Vol. of grey matter in Insular Cortex (R),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.19853 [0.19314,0.20392], Incremental R2 (full-covars) = 0.02012, PGS R2 (no covariates) = 0.02087 [0.01874,0.02301]"
PPM006620,PGS001597,PSS006456,PGP000244,Vol. of grey matter in Superior Frontal Gyrus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.09859 [0.08484,0.11235], Incremental R2 (full-covars) = -0.00792, PGS R2 (no covariates) = 1e-05 [-0.00014,0.00016]"
PPM006621,PGS001597,PSS006457,PGP000244,Vol. of grey matter in Superior Frontal Gyrus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.19477 [0.16109,0.22844], Incremental R2 (full-covars) = 0.01272, PGS R2 (no covariates) = 0.01399 [0.00294,0.02504]"
PPM006622,PGS001597,PSS006458,PGP000244,Vol. of grey matter in Superior Frontal Gyrus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.13433 [0.12645,0.14221], Incremental R2 (full-covars) = 0.00771, PGS R2 (no covariates) = 0.00816 [0.00593,0.01038]"
PPM006623,PGS001597,PSS006459,PGP000244,Vol. of grey matter in Superior Frontal Gyrus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.12481 [0.11112,0.1385], Incremental R2 (full-covars) = -0.00831, PGS R2 (no covariates) = 0.00016 [-0.0004,0.00073]"
PPM006624,PGS001597,PSS006460,PGP000244,Vol. of grey matter in Superior Frontal Gyrus (L),"age, sex, UKB array type, Genotype PCs",,35324888,10.1371/journal.pgen.1010105,,,,,,"R² = 0.11229 [0.1078,0.11678], Incremental R2 (full-covars) = 0.00643, PGS R2 (no covariates) = 0.00753 [0.00623,0.00883]"
